State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,State_code
Alabama,5/1/2019,"6,660",29/12/2018,"22,085","1,894,608",1.17,al
Alabama,12/1/2019,"4,386",5/1/2019,"20,075","1,894,608",1.06,al
Alabama,19/1/2019,"3,217",12/1/2019,"17,574","1,894,608",0.93,al
Alabama,26/1/2019,"2,414",19/1/2019,"16,904","1,894,608",0.89,al
Alabama,2/2/2019,"2,505",26/1/2019,"16,343","1,894,608",0.86,al
Alabama,9/2/2019,"2,659",2/2/2019,"16,382","1,894,608",0.86,al
Alabama,16/2/2019,"1,960",9/2/2019,"15,578","1,894,608",0.82,al
Alabama,23/2/2019,"2,193",16/2/2019,"15,894","1,894,608",0.84,al
Alabama,2/3/2019,"2,306",23/2/2019,"15,715","1,894,608",0.83,al
Alabama,9/3/2019,"2,106",2/3/2019,"14,790","1,894,608",0.78,al
Alabama,16/3/2019,"2,149",9/3/2019,"14,372","1,894,608",0.76,al
Alabama,23/3/2019,"2,220",16/3/2019,"14,269","1,894,608",0.75,al
Alabama,30/3/2019,"2,250",23/3/2019,"14,131","1,894,608",0.75,al
Alabama,6/4/2019,"2,891",30/3/2019,"14,581","1,894,608",0.77,al
Alabama,13/4/2019,"2,381",6/4/2019,"13,967","1,901,111",0.73,al
Alabama,20/4/2019,"1,935",13/4/2019,"13,870","1,901,111",0.73,al
Alabama,27/4/2019,"1,920",20/4/2019,"13,627","1,901,111",0.72,al
Alabama,4/5/2019,"2,474",27/4/2019,"13,900","1,901,111",0.73,al
Alabama,11/5/2019,"2,404",4/5/2019,"14,009","1,901,111",0.74,al
Alabama,18/5/2019,"2,481",11/5/2019,"14,501","1,901,111",0.76,al
Alabama,25/5/2019,"2,729",18/5/2019,"14,681","1,901,111",0.77,al
Alabama,1/6/2019,"2,929",25/5/2019,"15,210","1,901,111",0.8,al
Alabama,8/6/2019,"2,790",1/6/2019,"16,100","1,901,111",0.85,al
Alabama,15/6/2019,"2,422",8/6/2019,"15,927","1,901,111",0.84,al
Alabama,22/6/2019,"2,380",15/6/2019,"17,698","1,901,111",0.93,al
Alabama,29/6/2019,"3,278",22/6/2019,"17,260","1,901,111",0.91,al
Alabama,6/7/2019,"2,363",29/6/2019,"17,885","1,901,111",0.94,al
Alabama,13/7/2019,"4,293",6/7/2019,"20,440","1,908,660",1.07,al
Alabama,20/7/2019,"2,785",13/7/2019,"18,778","1,908,660",0.98,al
Alabama,27/7/2019,"2,292",20/7/2019,"17,961","1,908,660",0.94,al
Alabama,3/8/2019,"2,425",27/7/2019,"17,865","1,908,660",0.94,al
Alabama,10/8/2019,"2,195",3/8/2019,"17,372","1,908,660",0.91,al
Alabama,17/8/2019,"2,123",10/8/2019,"16,635","1,908,660",0.87,al
Alabama,24/8/2019,"2,055",17/8/2019,"15,948","1,908,660",0.84,al
Alabama,31/8/2019,"2,135",24/8/2019,"15,707","1,908,660",0.82,al
Alabama,7/9/2019,"1,769",31/8/2019,"15,325","1,908,660",0.8,al
Alabama,14/9/2019,"2,081",7/9/2019,"15,310","1,908,660",0.8,al
Alabama,21/9/2019,"1,999",14/9/2019,"15,060","1,908,660",0.79,al
Alabama,28/9/2019,"1,879",21/9/2019,"14,687","1,908,660",0.77,al
Alabama,5/10/2019,"2,057",28/9/2019,"14,607","1,908,660",0.77,al
Alabama,12/10/2019,"2,161",5/10/2019,"14,430","1,914,918",0.75,al
Alabama,19/10/2019,"1,703",12/10/2019,"14,490","1,914,918",0.76,al
Alabama,26/10/2019,"1,984",19/10/2019,"14,197","1,914,918",0.74,al
Alabama,2/11/2019,"1,977",26/10/2019,"14,214","1,914,918",0.74,al
Alabama,9/11/2019,"2,208",2/11/2019,"14,125","1,914,918",0.74,al
Alabama,16/11/2019,"1,888",9/11/2019,"14,152","1,914,918",0.74,al
Alabama,23/11/2019,"2,290",16/11/2019,"14,304","1,914,918",0.75,al
Alabama,30/11/2019,"2,032",23/11/2019,"14,157","1,914,918",0.74,al
Alabama,7/12/2019,"3,227",30/11/2019,"15,961","1,914,918",0.83,al
Alabama,14/12/2019,"2,362",7/12/2019,"15,078","1,914,918",0.79,al
Alabama,21/12/2019,"3,163",14/12/2019,"15,146","1,914,918",0.79,al
Alabama,28/12/2019,"3,200",21/12/2019,"15,544","1,914,918",0.81,al
Alabama,4/1/2020,"4,578",28/12/2019,"18,523","1,923,741",0.96,al
Alabama,11/1/2020,"3,629",4/1/2020,"21,143","1,923,741",1.1,al
Alabama,18/1/2020,"2,483",11/1/2020,"17,402","1,923,741",0.9,al
Alabama,25/1/2020,"2,129",18/1/2020,"18,390","1,923,741",0.96,al
Alabama,1/2/2020,"2,170",25/1/2020,"17,284","1,923,741",0.9,al
Alabama,8/2/2020,"2,176",1/2/2020,"16,745","1,923,741",0.87,al
Alabama,15/2/2020,"1,981",8/2/2020,"16,571","1,923,741",0.86,al
Alabama,22/2/2020,"1,735",15/2/2020,"16,059","1,923,741",0.83,al
Alabama,29/2/2020,"1,575",22/2/2020,"14,721","1,923,741",0.77,al
Alabama,7/3/2020,"1,663",29/2/2020,"13,657","1,923,741",0.71,al
Alabama,14/3/2020,"1,819",7/3/2020,"13,070","1,923,741",0.68,al
Alabama,21/3/2020,"10,892",14/3/2020,"12,487","1,923,741",0.65,al
Alabama,28/3/2020,"80,984",21/3/2020,"18,083","1,923,741",0.94,al
Alabama,4/4/2020,"106,739",28/3/2020,"52,176","1,923,741",2.71,al
Alabama,11/4/2020,"77,515",4/4/2020,"95,325","1,929,897",4.94,al
Alabama,18/4/2020,"66,432",11/4/2020,"144,327","1,929,897",7.48,al
Alabama,25/4/2020,"74,966",18/4/2020,"173,855","1,929,897",9.01,al
Alabama,2/5/2020,"28,985",25/4/2020,"214,684","1,929,897",11.12,al
Alabama,9/5/2020,"26,666",2/5/2020,"216,856","1,929,897",11.24,al
Alabama,16/5/2020,"25,150",9/5/2020,"203,677","1,929,897",10.55,al
Alaska,5/1/2019,"1,240",29/12/2018,"10,560","306,445",3.45,ak
Alaska,12/1/2019,"1,805",5/1/2019,"10,605","306,108",3.46,ak
Alaska,19/1/2019,"1,423",12/1/2019,"10,505","306,108",3.43,ak
Alaska,26/1/2019,"1,119",19/1/2019,"10,617","306,108",3.47,ak
Alaska,2/2/2019,"1,145",26/1/2019,"10,175","306,108",3.32,ak
Alaska,9/2/2019,"1,029",2/2/2019,"10,324","306,108",3.37,ak
Alaska,16/2/2019,"1,022",9/2/2019,"9,707","306,108",3.17,ak
Alaska,23/2/2019,904,16/2/2019,"10,165","306,108",3.32,ak
Alaska,2/3/2019,926,23/2/2019,"9,334","306,108",3.05,ak
Alaska,9/3/2019,949,2/3/2019,"9,649","306,108",3.15,ak
Alaska,16/3/2019,955,9/3/2019,"8,934","306,108",2.92,ak
Alaska,23/3/2019,850,16/3/2019,"9,264","306,108",3.03,ak
Alaska,30/3/2019,887,23/3/2019,"8,523","306,108",2.78,ak
Alaska,6/4/2019,891,30/3/2019,"8,583","306,108",2.8,ak
Alaska,13/4/2019,992,6/4/2019,"7,853","305,751",2.57,ak
Alaska,20/4/2019,862,13/4/2019,"7,792","305,751",2.55,ak
Alaska,27/4/2019,863,20/4/2019,"7,604","305,751",2.49,ak
Alaska,4/5/2019,823,27/4/2019,"7,512","305,751",2.46,ak
Alaska,11/5/2019,771,4/5/2019,"7,280","305,751",2.38,ak
Alaska,18/5/2019,819,11/5/2019,"6,861","305,751",2.24,ak
Alaska,25/5/2019,987,18/5/2019,"6,601","305,751",2.16,ak
Alaska,1/6/2019,973,25/5/2019,"6,235","305,751",2.04,ak
Alaska,8/6/2019,909,1/6/2019,"6,375","305,751",2.09,ak
Alaska,15/6/2019,733,8/6/2019,"6,030","305,751",1.97,ak
Alaska,22/6/2019,754,15/6/2019,"5,869","305,751",1.92,ak
Alaska,29/6/2019,689,22/6/2019,"5,404","305,751",1.77,ak
Alaska,6/7/2019,552,29/6/2019,"5,310","305,751",1.74,ak
Alaska,13/7/2019,696,6/7/2019,"5,262","306,179",1.72,ak
Alaska,20/7/2019,649,13/7/2019,"5,065","306,179",1.65,ak
Alaska,27/7/2019,619,20/7/2019,"5,028","306,179",1.64,ak
Alaska,3/8/2019,682,27/7/2019,"4,875","306,179",1.59,ak
Alaska,10/8/2019,693,3/8/2019,"5,019","306,179",1.64,ak
Alaska,17/8/2019,698,10/8/2019,"4,886","306,179",1.6,ak
Alaska,24/8/2019,701,17/8/2019,"4,856","306,179",1.59,ak
Alaska,31/8/2019,682,24/8/2019,"4,616","306,179",1.51,ak
Alaska,7/9/2019,687,31/8/2019,"4,541","306,179",1.48,ak
Alaska,14/9/2019,716,7/9/2019,"4,510","306,179",1.47,ak
Alaska,21/9/2019,808,14/9/2019,"4,720","306,179",1.54,ak
Alaska,28/9/2019,866,21/9/2019,"4,730","306,179",1.54,ak
Alaska,5/10/2019,856,28/9/2019,"5,203","306,179",1.7,ak
Alaska,12/10/2019,"1,184",5/10/2019,"5,094","306,493",1.66,ak
Alaska,19/10/2019,"1,005",12/10/2019,"5,629","306,493",1.84,ak
Alaska,26/10/2019,"1,109",19/10/2019,"6,260","306,493",2.04,ak
Alaska,2/11/2019,"1,166",26/10/2019,"6,357","306,493",2.07,ak
Alaska,9/11/2019,"1,319",2/11/2019,"7,103","306,493",2.32,ak
Alaska,16/11/2019,"1,194",9/11/2019,"7,545","306,493",2.46,ak
Alaska,23/11/2019,"1,243",16/11/2019,"8,527","306,493",2.78,ak
Alaska,30/11/2019,941,23/11/2019,"8,196","306,493",2.67,ak
Alaska,7/12/2019,"1,146",30/11/2019,"9,537","306,493",3.11,ak
Alaska,14/12/2019,949,7/12/2019,"8,645","306,493",2.82,ak
Alaska,21/12/2019,"1,027",14/12/2019,"9,772","306,493",3.19,ak
Alaska,28/12/2019,860,21/12/2019,"8,659","306,493",2.83,ak
Alaska,4/1/2020,981,28/12/2019,"10,177","306,493",3.32,ak
Alaska,11/1/2020,"1,371",4/1/2020,"9,310","307,329",3.03,ak
Alaska,18/1/2020,"1,181",11/1/2020,"9,984","307,329",3.25,ak
Alaska,25/1/2020,"1,003",18/1/2020,"9,496","307,329",3.09,ak
Alaska,1/2/2020,"1,122",25/1/2020,"9,579","307,329",3.12,ak
Alaska,8/2/2020,980,1/2/2020,"9,161","307,329",2.98,ak
Alaska,15/2/2020,915,8/2/2020,"9,343","307,329",3.04,ak
Alaska,22/2/2020,773,15/2/2020,"8,864","307,329",2.88,ak
Alaska,29/2/2020,874,22/2/2020,"8,938","307,329",2.91,ak
Alaska,7/3/2020,815,29/2/2020,"8,266","307,329",2.69,ak
Alaska,14/3/2020,"1,120",7/3/2020,"8,522","307,329",2.77,ak
Alaska,21/3/2020,"7,847",14/3/2020,"8,512","307,329",2.77,ak
Alaska,28/3/2020,"13,774",21/3/2020,"11,173","307,329",3.64,ak
Alaska,4/4/2020,"14,590",28/3/2020,"19,845","307,329",6.46,ak
Alaska,11/4/2020,"12,007",4/4/2020,"35,365","308,137",11.48,ak
Alaska,18/4/2020,"12,201",11/4/2020,"48,096","308,137",15.61,ak
Alaska,25/4/2020,"10,313",18/4/2020,"52,022","308,137",16.88,ak
Alaska,2/5/2020,"8,718",25/4/2020,"49,893","308,137",16.19,ak
Alaska,9/5/2020,"7,807",2/5/2020,"50,971","308,137",16.54,ak
Alaska,16/5/2020,"7,741",9/5/2020,"50,049","308,137",16.24,ak
Arkansas,5/1/2019,"3,478",29/12/2018,"14,206","1,183,443",1.2,ar
Arkansas,12/1/2019,"2,552",5/1/2019,"14,322","1,185,652",1.21,ar
Arkansas,19/1/2019,"1,804",12/1/2019,"13,132","1,185,652",1.11,ar
Arkansas,26/1/2019,"1,720",19/1/2019,"12,740","1,185,652",1.07,ar
Arkansas,2/2/2019,"1,843",26/1/2019,"13,129","1,185,652",1.11,ar
Arkansas,9/2/2019,"1,804",2/2/2019,"12,835","1,185,652",1.08,ar
Arkansas,16/2/2019,"1,789",9/2/2019,"12,390","1,185,652",1.04,ar
Arkansas,23/2/2019,"1,450",16/2/2019,"12,466","1,185,652",1.05,ar
Arkansas,2/3/2019,"1,826",23/2/2019,"12,119","1,185,652",1.02,ar
Arkansas,9/3/2019,"1,396",2/3/2019,"11,632","1,185,652",0.98,ar
Arkansas,16/3/2019,"1,442",9/3/2019,"10,973","1,185,652",0.93,ar
Arkansas,23/3/2019,"2,263",16/3/2019,"10,415","1,185,652",0.88,ar
Arkansas,30/3/2019,"1,219",23/3/2019,"11,003","1,185,652",0.93,ar
Arkansas,6/4/2019,"2,250",30/3/2019,"9,788","1,185,652",0.83,ar
Arkansas,13/4/2019,"1,451",6/4/2019,"10,259","1,188,140",0.86,ar
Arkansas,20/4/2019,"1,413",13/4/2019,"9,669","1,188,140",0.81,ar
Arkansas,27/4/2019,"1,337",20/4/2019,"9,842","1,188,140",0.83,ar
Arkansas,4/5/2019,"1,477",27/4/2019,"9,624","1,188,140",0.81,ar
Arkansas,11/5/2019,"1,682",4/5/2019,"9,348","1,188,140",0.79,ar
Arkansas,18/5/2019,"1,697",11/5/2019,"9,623","1,188,140",0.81,ar
Arkansas,25/5/2019,"1,991",18/5/2019,"9,815","1,188,140",0.83,ar
Arkansas,1/6/2019,"2,602",25/5/2019,"10,139","1,188,140",0.85,ar
Arkansas,8/6/2019,"3,049",1/6/2019,"11,510","1,188,140",0.97,ar
Arkansas,15/6/2019,"1,736",8/6/2019,"12,900","1,188,140",1.09,ar
Arkansas,22/6/2019,"1,492",15/6/2019,"12,639","1,188,140",1.06,ar
Arkansas,29/6/2019,"1,564",22/6/2019,"12,603","1,188,140",1.06,ar
Arkansas,6/7/2019,"2,938",29/6/2019,"12,156","1,188,140",1.02,ar
Arkansas,13/7/2019,"1,757",6/7/2019,"13,856","1,190,937",1.16,ar
Arkansas,20/7/2019,"1,516",13/7/2019,"13,812","1,190,937",1.16,ar
Arkansas,27/7/2019,"1,437",20/7/2019,"13,004","1,190,937",1.09,ar
Arkansas,3/8/2019,"1,343",27/7/2019,"13,188","1,190,937",1.11,ar
Arkansas,10/8/2019,"1,586",3/8/2019,"12,339","1,190,937",1.04,ar
Arkansas,17/8/2019,"1,422",10/8/2019,"11,950","1,190,937",1.0,ar
Arkansas,24/8/2019,"1,601",17/8/2019,"10,912","1,190,937",0.92,ar
Arkansas,31/8/2019,"1,454",24/8/2019,"10,774","1,190,937",0.9,ar
Arkansas,7/9/2019,"2,122",31/8/2019,"10,222","1,190,937",0.86,ar
Arkansas,14/9/2019,"1,349",7/9/2019,"10,809","1,190,937",0.91,ar
Arkansas,21/9/2019,"1,296",14/9/2019,"10,201","1,190,937",0.86,ar
Arkansas,28/9/2019,"1,346",21/9/2019,"9,781","1,190,937",0.82,ar
Arkansas,5/10/2019,"1,884",28/9/2019,"9,598","1,190,937",0.81,ar
Arkansas,12/10/2019,"1,499",5/10/2019,"9,712","1,193,713",0.81,ar
Arkansas,19/10/2019,"1,404",12/10/2019,"9,830","1,193,713",0.82,ar
Arkansas,26/10/2019,"1,610",19/10/2019,"9,940","1,193,713",0.83,ar
Arkansas,2/11/2019,"2,189",26/10/2019,"10,050","1,193,713",0.84,ar
Arkansas,9/11/2019,"1,731",2/11/2019,"10,637","1,193,713",0.89,ar
Arkansas,16/11/2019,"1,780",9/11/2019,"10,054","1,193,713",0.84,ar
Arkansas,23/11/2019,"1,752",16/11/2019,"10,767","1,193,713",0.9,ar
Arkansas,30/11/2019,"2,567",23/11/2019,"10,063","1,193,713",0.84,ar
Arkansas,7/12/2019,"2,436",30/11/2019,"12,569","1,193,713",1.05,ar
Arkansas,14/12/2019,"1,809",7/12/2019,"11,610","1,193,713",0.97,ar
Arkansas,21/12/2019,"2,579",14/12/2019,"11,755","1,193,713",0.98,ar
Arkansas,28/12/2019,"3,545",21/12/2019,"12,032","1,193,713",1.01,ar
Arkansas,4/1/2020,"2,576",28/12/2019,"15,323","1,193,713",1.28,ar
Arkansas,11/1/2020,"2,493",4/1/2020,"15,536","1,195,622",1.3,ar
Arkansas,18/1/2020,"1,729",11/1/2020,"13,229","1,195,622",1.11,ar
Arkansas,25/1/2020,"1,683",18/1/2020,"12,331","1,195,622",1.03,ar
Arkansas,1/2/2020,"1,837",25/1/2020,"13,210","1,195,622",1.1,ar
Arkansas,8/2/2020,"1,724",1/2/2020,"12,964","1,195,622",1.08,ar
Arkansas,15/2/2020,"1,602",8/2/2020,"12,979","1,195,622",1.09,ar
Arkansas,22/2/2020,"1,055",15/2/2020,"12,546","1,195,622",1.05,ar
Arkansas,29/2/2020,"1,418",22/2/2020,"12,244","1,195,622",1.02,ar
Arkansas,7/3/2020,"1,843",29/2/2020,"11,618","1,195,622",0.97,ar
Arkansas,14/3/2020,"1,382",7/3/2020,"11,514","1,195,622",0.96,ar
Arkansas,21/3/2020,"9,275",14/3/2020,"10,988","1,195,622",0.92,ar
Arkansas,28/3/2020,"27,756",21/3/2020,"16,148","1,195,622",1.35,ar
Arkansas,4/4/2020,"62,086",28/3/2020,"36,499","1,195,622",3.05,ar
Arkansas,11/4/2020,"35,629",4/4/2020,"66,511","1,196,468",5.56,ar
Arkansas,18/4/2020,"25,404",11/4/2020,"91,278","1,196,468",7.63,ar
Arkansas,25/4/2020,"17,671",18/4/2020,"109,337","1,196,468",9.14,ar
Arkansas,2/5/2020,"13,448",25/4/2020,"119,332","1,196,468",9.97,ar
Arkansas,9/5/2020,"13,152",2/5/2020,"122,522","1,196,468",10.24,ar
Arkansas,16/5/2020,"11,427",9/5/2020,"122,408","1,196,468",10.23,ar
Arizona,5/1/2019,"3,086",29/12/2018,"19,239","2,784,393",0.69,aa
Arizona,12/1/2019,"4,711",5/1/2019,"19,360","2,784,393",0.7,aa
Arizona,19/1/2019,"4,210",12/1/2019,"19,295","2,784,393",0.69,aa
Arizona,26/1/2019,"3,681",19/1/2019,"19,580","2,784,393",0.7,aa
Arizona,2/2/2019,"3,536",26/1/2019,"19,553","2,784,393",0.7,aa
Arizona,9/2/2019,"3,310",2/2/2019,"19,595","2,784,393",0.7,aa
Arizona,16/2/2019,"3,224",9/2/2019,"19,634","2,784,393",0.71,aa
Arizona,23/2/2019,"2,905",16/2/2019,"19,362","2,784,393",0.7,aa
Arizona,2/3/2019,"3,276",23/2/2019,"19,231","2,784,393",0.69,aa
Arizona,9/3/2019,"3,403",2/3/2019,"19,057","2,784,393",0.68,aa
Arizona,16/3/2019,"3,388",9/3/2019,"19,088","2,784,393",0.69,aa
Arizona,23/3/2019,"3,402",16/3/2019,"18,987","2,784,393",0.68,aa
Arizona,30/3/2019,"3,740",23/3/2019,"19,112","2,784,393",0.69,aa
Arizona,6/4/2019,"5,029",30/3/2019,"18,755","2,804,467",0.67,aa
Arizona,13/4/2019,"5,848",6/4/2019,"19,736","2,804,467",0.7,aa
Arizona,20/4/2019,"5,330",13/4/2019,"21,027","2,804,467",0.75,aa
Arizona,27/4/2019,"5,303",20/4/2019,"22,912","2,804,467",0.82,aa
Arizona,4/5/2019,"4,635",27/4/2019,"23,733","2,804,467",0.85,aa
Arizona,11/5/2019,"4,264",4/5/2019,"24,879","2,804,467",0.89,aa
Arizona,18/5/2019,"4,280",11/5/2019,"25,497","2,804,467",0.91,aa
Arizona,25/5/2019,"4,129",18/5/2019,"25,609","2,804,467",0.91,aa
Arizona,1/6/2019,"4,078",25/5/2019,"25,307","2,804,467",0.9,aa
Arizona,8/6/2019,"4,670",1/6/2019,"26,308","2,804,467",0.94,aa
Arizona,15/6/2019,"4,219",8/6/2019,"25,992","2,804,467",0.93,aa
Arizona,22/6/2019,"4,177",15/6/2019,"26,606","2,804,467",0.95,aa
Arizona,29/6/2019,"4,208",22/6/2019,"26,470","2,804,467",0.94,aa
Arizona,6/7/2019,"4,412",29/6/2019,"26,689","2,804,467",0.95,aa
Arizona,13/7/2019,"5,723",6/7/2019,"27,400","2,825,215",0.97,aa
Arizona,20/7/2019,"4,549",13/7/2019,"28,825","2,825,215",1.02,aa
Arizona,27/7/2019,"4,019",20/7/2019,"29,236","2,825,215",1.03,aa
Arizona,3/8/2019,"3,908",27/7/2019,"29,299","2,825,215",1.04,aa
Arizona,10/8/2019,"3,857",3/8/2019,"28,871","2,825,215",1.02,aa
Arizona,17/8/2019,"3,514",10/8/2019,"28,619","2,825,215",1.01,aa
Arizona,24/8/2019,"3,535",17/8/2019,"27,805","2,825,215",0.98,aa
Arizona,31/8/2019,"3,622",24/8/2019,"27,263","2,825,215",0.96,aa
Arizona,7/9/2019,"3,336",31/8/2019,"25,986","2,825,215",0.92,aa
Arizona,14/9/2019,"3,643",7/9/2019,"25,426","2,825,215",0.9,aa
Arizona,21/9/2019,"3,681",14/9/2019,"24,362","2,825,215",0.86,aa
Arizona,28/9/2019,"3,757",21/9/2019,"23,611","2,825,215",0.84,aa
Arizona,5/10/2019,"3,775",28/9/2019,"23,284","2,825,215",0.82,aa
Arizona,12/10/2019,"3,916",5/10/2019,"22,290","2,845,961",0.78,aa
Arizona,19/10/2019,"3,510",12/10/2019,"21,911","2,845,961",0.77,aa
Arizona,26/10/2019,"3,880",19/10/2019,"21,520","2,845,961",0.76,aa
Arizona,2/11/2019,"3,966",26/10/2019,"20,865","2,845,961",0.73,aa
Arizona,9/11/2019,"3,952",2/11/2019,"20,673","2,845,961",0.73,aa
Arizona,16/11/2019,"3,701",9/11/2019,"20,489","2,845,961",0.72,aa
Arizona,23/11/2019,"3,730",16/11/2019,"19,167","2,845,961",0.67,aa
Arizona,30/11/2019,"2,527",23/11/2019,"17,371","2,845,961",0.61,aa
Arizona,7/12/2019,"4,113",30/11/2019,"18,526","2,845,961",0.65,aa
Arizona,14/12/2019,"3,296",7/12/2019,"17,436","2,845,961",0.61,aa
Arizona,21/12/2019,"3,294",14/12/2019,"17,518","2,845,961",0.62,aa
Arizona,28/12/2019,"2,155",21/12/2019,"17,508","2,845,961",0.62,aa
Arizona,4/1/2020,"3,132",28/12/2019,"17,991","2,864,180",0.63,aa
Arizona,11/1/2020,"4,654",4/1/2020,"18,259","2,864,180",0.64,aa
Arizona,18/1/2020,"4,152",11/1/2020,"18,421","2,864,180",0.64,aa
Arizona,25/1/2020,"3,475",18/1/2020,"18,401","2,864,180",0.64,aa
Arizona,1/2/2020,"3,807",25/1/2020,"18,854","2,864,180",0.66,aa
Arizona,8/2/2020,"3,636",1/2/2020,"18,461","2,864,180",0.64,aa
Arizona,15/2/2020,"3,538",8/2/2020,"18,516","2,864,180",0.65,aa
Arizona,22/2/2020,"3,151",15/2/2020,"18,217","2,864,180",0.64,aa
Arizona,29/2/2020,"3,086",22/2/2020,"18,137","2,864,180",0.63,aa
Arizona,7/3/2020,"3,357",29/2/2020,"17,593","2,864,180",0.61,aa
Arizona,14/3/2020,"3,844",7/3/2020,"17,595","2,864,180",0.61,aa
Arizona,21/3/2020,"29,348",14/3/2020,"18,108","2,864,180",0.63,aa
Arizona,28/3/2020,"88,940",21/3/2020,"26,387","2,864,180",0.92,aa
Arizona,4/4/2020,"132,428",28/3/2020,"62,597","2,864,180",2.19,aa
Arizona,11/4/2020,"98,531",4/4/2020,"120,592","2,864,180",4.21,aa
Arizona,18/4/2020,"72,457",11/4/2020,"170,262","2,885,408",5.9,aa
Arizona,25/4/2020,"52,581",18/4/2020,"196,401","2,885,408",6.81,aa
Arizona,2/5/2020,"43,023",25/4/2020,"218,760","2,885,408",7.58,aa
Arizona,9/5/2020,"31,570",2/5/2020,"228,806","2,885,408",7.93,aa
Arizona,16/5/2020,"31,957",9/5/2020,"230,566","2,885,408",7.99,aa
California,5/1/2019,"38,536",29/12/2018,"348,968","16,900,653",2.06,ca
California,12/1/2019,"53,519",5/1/2019,"366,000","16,987,900",2.15,ca
California,19/1/2019,"48,844",12/1/2019,"371,261","16,987,900",2.19,ca
California,26/1/2019,"56,886",19/1/2019,"388,607","16,987,900",2.29,ca
California,2/2/2019,"48,904",26/1/2019,"363,358","16,987,900",2.14,ca
California,9/2/2019,"44,850",2/2/2019,"371,696","16,987,900",2.19,ca
California,16/2/2019,"43,516",9/2/2019,"360,835","16,987,900",2.12,ca
California,23/2/2019,"34,449",16/2/2019,"386,100","16,987,900",2.27,ca
California,2/3/2019,"41,085",23/2/2019,"380,331","16,987,900",2.24,ca
California,9/3/2019,"40,896",2/3/2019,"402,138","16,987,900",2.37,ca
California,16/3/2019,"41,128",9/3/2019,"372,306","16,987,900",2.19,ca
California,23/3/2019,"39,832",16/3/2019,"384,846","16,987,900",2.27,ca
California,30/3/2019,"38,528",23/3/2019,"368,658","16,987,900",2.17,ca
California,6/4/2019,"36,227",30/3/2019,"373,823","16,987,900",2.2,ca
California,13/4/2019,"39,429",6/4/2019,"347,023","17,063,245",2.03,ca
California,20/4/2019,"43,900",13/4/2019,"361,762","17,063,245",2.12,ca
California,27/4/2019,"40,312",20/4/2019,"333,180","17,063,245",1.95,ca
California,4/5/2019,"38,392",27/4/2019,"342,461","17,063,245",2.01,ca
California,11/5/2019,"39,618",4/5/2019,"330,763","17,063,245",1.94,ca
California,18/5/2019,"37,428",11/5/2019,"344,735","17,063,245",2.02,ca
California,25/5/2019,"38,275",18/5/2019,"319,156","17,063,245",1.87,ca
California,1/6/2019,"34,781",25/5/2019,"317,598","17,063,245",1.86,ca
California,8/6/2019,"41,288",1/6/2019,"317,108","17,063,245",1.86,ca
California,15/6/2019,"38,753",8/6/2019,"300,412","17,063,245",1.76,ca
California,22/6/2019,"44,396",15/6/2019,"306,005","17,063,245",1.79,ca
California,29/6/2019,"42,404",22/6/2019,"300,575","17,063,245",1.76,ca
California,6/7/2019,"35,194",29/6/2019,"307,450","17,063,245",1.8,ca
California,13/7/2019,"39,061",6/7/2019,"301,444","17,144,715",1.76,ca
California,20/7/2019,"39,341",13/7/2019,"306,388","17,144,715",1.79,ca
California,27/7/2019,"38,438",20/7/2019,"311,686","17,144,715",1.82,ca
California,3/8/2019,"36,041",27/7/2019,"305,372","17,144,715",1.78,ca
California,10/8/2019,"41,404",3/8/2019,"329,057","17,144,715",1.92,ca
California,17/8/2019,"35,430",10/8/2019,"294,646","17,144,715",1.72,ca
California,24/8/2019,"34,596",17/8/2019,"307,762","17,144,715",1.8,ca
California,31/8/2019,"34,358",24/8/2019,"290,655","17,144,715",1.7,ca
California,7/9/2019,"30,771",31/8/2019,"269,570","17,144,715",1.57,ca
California,14/9/2019,"34,650",7/9/2019,"285,564","17,144,715",1.67,ca
California,21/9/2019,"35,161",14/9/2019,"279,176","17,144,715",1.63,ca
California,28/9/2019,"33,226",21/9/2019,"277,881","17,144,715",1.62,ca
California,5/10/2019,"33,326",28/9/2019,"276,630","17,144,715",1.61,ca
California,12/10/2019,"40,182",5/10/2019,"260,397","17,203,829",1.51,ca
California,19/10/2019,"39,191",12/10/2019,"258,717","17,203,829",1.5,ca
California,26/10/2019,"41,081",19/10/2019,"281,060","17,203,829",1.63,ca
California,2/11/2019,"39,332",26/10/2019,"267,628","17,203,829",1.56,ca
California,9/11/2019,"45,816",2/11/2019,"284,199","17,203,829",1.65,ca
California,16/11/2019,"40,749",9/11/2019,"274,354","17,203,829",1.59,ca
California,23/11/2019,"49,133",16/11/2019,"291,706","17,203,829",1.7,ca
California,30/11/2019,"36,457",23/11/2019,"259,563","17,203,829",1.51,ca
California,7/12/2019,"48,434",30/11/2019,"327,504","17,203,829",1.9,ca
California,14/12/2019,"47,521",7/12/2019,"321,564","17,203,829",1.87,ca
California,21/12/2019,"49,943",14/12/2019,"325,387","17,203,829",1.89,ca
California,28/12/2019,"34,301",21/12/2019,"300,551","17,203,829",1.75,ca
California,4/1/2020,"36,720",28/12/2019,"359,606","17,203,829",2.09,ca
California,11/1/2020,"51,993",4/1/2020,"356,376","17,265,039",2.06,ca
