State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,State_code
Hawaii,30/3/2019,1249.00,23/3/2019,6646.00,621166.00,1.07,hi
Hawaii,6/4/2019,1285.00,30/3/2019,6624.00,621166.00,1.07,hi
Hawaii,13/4/2019,1128.00,6/4/2019,6579.00,621965.00,1.06,hi
Hawaii,20/4/2019,989.00,13/4/2019,6301.00,621965.00,1.01,hi
Hawaii,27/4/2019,1274.00,20/4/2019,6605.00,621965.00,1.06,hi
Hawaii,4/5/2019,1120.00,27/4/2019,6513.00,621965.00,1.05,hi
Hawaii,11/5/2019,1229.00,4/5/2019,6645.00,621965.00,1.07,hi
Hawaii,18/5/2019,1242.00,11/5/2019,6690.00,621965.00,1.08,hi
Hawaii,25/5/2019,1203.00,18/5/2019,6824.00,621965.00,1.1,hi
Hawaii,1/6/2019,994.00,25/5/2019,6553.00,621965.00,1.05,hi
Hawaii,8/6/2019,1571.00,1/6/2019,6940.00,621965.00,1.12,hi
Hawaii,15/6/2019,1303.00,8/6/2019,7170.00,621965.00,1.15,hi
Hawaii,22/6/2019,1280.00,15/6/2019,7289.00,621965.00,1.17,hi
Hawaii,29/6/2019,1086.00,22/6/2019,6957.00,621965.00,1.12,hi
Hawaii,6/7/2019,1439.00,29/6/2019,7451.00,621965.00,1.2,hi
Hawaii,13/7/2019,1320.00,6/7/2019,7322.00,622901.00,1.18,hi
Hawaii,20/7/2019,1068.00,13/7/2019,7233.00,622901.00,1.16,hi
Hawaii,27/7/2019,1062.00,20/7/2019,6835.00,622901.00,1.1,hi
Hawaii,3/8/2019,1136.00,27/7/2019,6855.00,622901.00,1.1,hi
Hawaii,10/8/2019,1217.00,3/8/2019,6698.00,622901.00,1.08,hi
Hawaii,17/8/2019,1011.00,10/8/2019,6377.00,622901.00,1.02,hi
Hawaii,24/8/2019,1136.00,17/8/2019,6546.00,622901.00,1.05,hi
Hawaii,31/8/2019,1058.00,24/8/2019,6319.00,622901.00,1.01,hi
Hawaii,7/9/2019,1080.00,31/8/2019,6359.00,622901.00,1.02,hi
Hawaii,14/9/2019,1141.00,7/9/2019,6324.00,622901.00,1.02,hi
Hawaii,21/9/2019,936.00,14/9/2019,6318.00,622901.00,1.01,hi
Hawaii,28/9/2019,1033.00,21/9/2019,5893.00,622901.00,0.95,hi
Hawaii,5/10/2019,1268.00,28/9/2019,6019.00,622901.00,0.97,hi
Hawaii,12/10/2019,1150.00,5/10/2019,5910.00,623074.00,0.95,hi
Hawaii,19/10/2019,1298.00,12/10/2019,6306.00,623074.00,1.01,hi
Hawaii,26/10/2019,1123.00,19/10/2019,5704.00,623074.00,0.92,hi
Hawaii,2/11/2019,955.00,26/10/2019,5863.00,623074.00,0.94,hi
Hawaii,9/11/2019,1131.00,2/11/2019,5764.00,623074.00,0.93,hi
Hawaii,16/11/2019,976.00,9/11/2019,5805.00,623074.00,0.93,hi
Hawaii,23/11/2019,1120.00,16/11/2019,5779.00,623074.00,0.93,hi
Hawaii,30/11/2019,963.00,23/11/2019,5916.00,623074.00,0.95,hi
Hawaii,7/12/2019,1435.00,30/11/2019,6199.00,623074.00,0.99,hi
Hawaii,14/12/2019,1052.00,7/12/2019,5903.00,623074.00,0.95,hi
Hawaii,21/12/2019,1110.00,14/12/2019,5693.00,623074.00,0.91,hi
Hawaii,28/12/2019,1245.00,21/12/2019,5767.00,623074.00,0.93,hi
Hawaii,4/1/2020,1825.00,28/12/2019,6813.00,623074.00,1.09,hi
Hawaii,11/1/2020,1826.00,4/1/2020,7849.00,621949.00,1.26,hi
Hawaii,18/1/2020,1234.00,11/1/2020,6623.00,621949.00,1.06,hi
Hawaii,25/1/2020,1014.00,18/1/2020,6407.00,621949.00,1.03,hi
Hawaii,1/2/2020,1135.00,25/1/2020,6070.00,621949.00,0.98,hi
Hawaii,8/2/2020,1137.00,1/2/2020,6205.00,621949.00,1,hi
Hawaii,15/2/2020,1199.00,8/2/2020,6121.00,621949.00,0.98,hi
Hawaii,22/2/2020,1020.00,15/2/2020,6223.00,621949.00,1,hi
Hawaii,29/2/2020,1049.00,22/2/2020,5951.00,621949.00,0.96,hi
Hawaii,7/3/2020,1275.00,29/2/2020,6047.00,621949.00,0.97,hi
Hawaii,14/3/2020,1589.00,7/3/2020,6204.00,621949.00,1,hi
Hawaii,21/3/2020,8817.00,14/3/2020,6477.00,621949.00,1.04,hi
Hawaii,28/3/2020,48596.00,21/3/2020,10997.00,621949.00,1.77,hi
Hawaii,4/4/2020,53102.00,28/3/2020,32226.00,621949.00,5.18,hi
Hawaii,11/4/2020,34717.00,4/4/2020,48305.00,621474.00,7.77,hi
Hawaii,18/4/2020,26591.00,11/4/2020,72261.00,621474.00,11.63,hi
Hawaii,25/4/2020,22496.00,18/4/2020,68637.00,621474.00,11.04,hi
Hawaii,2/5/2020,15177.00,25/4/2020,88104.00,621474.00,14.18,hi
Hawaii,9/5/2020,12329.00,2/5/2020,110910.00,621474.00,17.85,hi
Hawaii,16/5/2020,10964.00,9/5/2020,145543.00,621474.00,23.42,hi
Idaho,5/1/2019,2328.00,29/12/2018,11690.00,700263.00,1.67,id
Idaho,12/1/2019,2533.00,5/1/2019,11931.00,705966.00,1.69,id
Idaho,19/1/2019,1833.00,12/1/2019,11276.00,705966.00,1.6,id
Idaho,26/1/2019,1426.00,19/1/2019,11417.00,705966.00,1.62,id
Idaho,2/2/2019,1451.00,26/1/2019,11404.00,705966.00,1.62,id
Idaho,9/2/2019,1530.00,2/2/2019,11124.00,705966.00,1.58,id
Idaho,16/2/2019,1461.00,9/2/2019,11236.00,705966.00,1.59,id
Idaho,23/2/2019,1419.00,16/2/2019,11234.00,705966.00,1.59,id
Idaho,2/3/2019,1325.00,23/2/2019,11217.00,705966.00,1.59,id
Idaho,9/3/2019,1157.00,2/3/2019,10833.00,705966.00,1.53,id
Idaho,16/3/2019,1043.00,9/3/2019,9697.00,705966.00,1.37,id
Idaho,23/3/2019,1104.00,16/3/2019,8666.00,705966.00,1.23,id
Idaho,30/3/2019,1191.00,23/3/2019,8011.00,705966.00,1.13,id
Idaho,6/4/2019,917.00,30/3/2019,7427.00,705966.00,1.05,id
Idaho,13/4/2019,948.00,6/4/2019,6471.00,711825.00,0.91,id
Idaho,20/4/2019,917.00,13/4/2019,6070.00,711825.00,0.85,id
Idaho,27/4/2019,784.00,20/4/2019,5718.00,711825.00,0.8,id
Idaho,4/5/2019,822.00,27/4/2019,5412.00,711825.00,0.76,id
Idaho,11/5/2019,736.00,4/5/2019,5143.00,711825.00,0.72,id
Idaho,18/5/2019,724.00,11/5/2019,4740.00,711825.00,0.67,id
Idaho,25/5/2019,859.00,18/5/2019,4454.00,711825.00,0.63,id
Idaho,1/6/2019,995.00,25/5/2019,4471.00,711825.00,0.63,id
Idaho,8/6/2019,988.00,1/6/2019,4555.00,711825.00,0.64,id
Idaho,15/6/2019,834.00,8/6/2019,4536.00,711825.00,0.64,id
Idaho,22/6/2019,740.00,15/6/2019,4621.00,711825.00,0.65,id
Idaho,29/6/2019,866.00,22/6/2019,4668.00,711825.00,0.66,id
Idaho,6/7/2019,1083.00,29/6/2019,4676.00,711825.00,0.66,id
Idaho,13/7/2019,772.00,6/7/2019,5209.00,717744.00,0.73,id
Idaho,20/7/2019,649.00,13/7/2019,5005.00,717744.00,0.7,id
Idaho,27/7/2019,649.00,20/7/2019,5103.00,717744.00,0.71,id
Idaho,3/8/2019,643.00,27/7/2019,4663.00,717744.00,0.65,id
Idaho,10/8/2019,742.00,3/8/2019,4671.00,717744.00,0.65,id
Idaho,17/8/2019,755.00,10/8/2019,4551.00,717744.00,0.63,id
Idaho,24/8/2019,701.00,17/8/2019,4404.00,717744.00,0.61,id
Idaho,31/8/2019,700.00,24/8/2019,4245.00,717744.00,0.59,id
Idaho,7/9/2019,733.00,31/8/2019,3881.00,717744.00,0.54,id
Idaho,14/9/2019,637.00,7/9/2019,3584.00,717744.00,0.5,id
Idaho,21/9/2019,661.00,14/9/2019,3432.00,717744.00,0.48,id
Idaho,28/9/2019,654.00,21/9/2019,3376.00,717744.00,0.47,id
Idaho,5/10/2019,712.00,28/9/2019,3418.00,717744.00,0.48,id
Idaho,12/10/2019,826.00,5/10/2019,3540.00,722812.00,0.49,id
Idaho,19/10/2019,883.00,12/10/2019,3525.00,722812.00,0.49,id
Idaho,26/10/2019,887.00,19/10/2019,3646.00,722812.00,0.5,id
Idaho,2/11/2019,966.00,26/10/2019,3790.00,722812.00,0.52,id
Idaho,9/11/2019,1289.00,2/11/2019,3995.00,722812.00,0.55,id
Idaho,16/11/2019,1255.00,9/11/2019,4331.00,722812.00,0.6,id
Idaho,23/11/2019,1197.00,16/11/2019,4590.00,722812.00,0.64,id
Idaho,30/11/2019,1567.00,23/11/2019,5014.00,722812.00,0.69,id
Idaho,7/12/2019,2274.00,30/11/2019,5488.00,722812.00,0.76,id
Idaho,14/12/2019,2462.00,7/12/2019,7019.00,722812.00,0.97,id
Idaho,21/12/2019,1972.00,14/12/2019,7357.00,722812.00,1.02,id
Idaho,28/12/2019,2191.00,21/12/2019,8072.00,722812.00,1.12,id
Idaho,4/1/2020,2957.00,28/12/2019,8854.00,722812.00,1.22,id
Idaho,11/1/2020,2131.00,4/1/2020,11483.00,727996.00,1.58,id
Idaho,18/1/2020,2172.00,11/1/2020,11931.00,727996.00,1.64,id
Idaho,25/1/2020,1821.00,18/1/2020,11833.00,727996.00,1.63,id
Idaho,1/2/2020,1446.00,25/1/2020,11337.00,727996.00,1.56,id
Idaho,8/2/2020,1443.00,1/2/2020,11389.00,727996.00,1.56,id
Idaho,15/2/2020,1356.00,8/2/2020,11334.00,727996.00,1.56,id
Idaho,22/2/2020,1114.00,15/2/2020,11275.00,727996.00,1.55,id
Idaho,29/2/2020,998.00,22/2/2020,10587.00,727996.00,1.45,id
Idaho,7/3/2020,938.00,29/2/2020,10167.00,727996.00,1.4,id
Idaho,14/3/2020,1031.00,7/3/2020,9336.00,727996.00,1.28,id
Idaho,21/3/2020,13586.00,14/3/2020,7869.00,727996.00,1.08,id
Idaho,28/3/2020,32941.00,21/3/2020,15523.00,727996.00,2.13,id
Idaho,4/4/2020,30904.00,28/3/2020,35915.00,727996.00,4.93,id
Idaho,11/4/2020,18531.00,4/4/2020,59139.00,733499.00,8.06,id
Idaho,18/4/2020,13023.00,11/4/2020,67722.00,733499.00,9.23,id
Idaho,25/4/2020,8827.00,18/4/2020,71416.00,733499.00,9.74,id
Idaho,2/5/2020,7495.00,25/4/2020,71794.00,733499.00,9.79,id
Idaho,9/5/2020,5795.00,2/5/2020,65478.00,733499.00,8.93,id
Idaho,16/5/2020,5800.00,9/5/2020,60121.00,733499.00,8.2,id
Illinois,5/1/2019,11838.00,29/12/2018,117562.00,5879922.00,2,il
Illinois,12/1/2019,12561.00,5/1/2019,136601.00,5879922.00,2.32,il
Illinois,19/1/2019,11347.00,12/1/2019,129588.00,5879922.00,2.2,il
Illinois,26/1/2019,10695.00,19/1/2019,131817.00,5879922.00,2.24,il
Illinois,2/2/2019,10755.00,26/1/2019,131871.00,5879922.00,2.24,il
Illinois,9/2/2019,9340.00,2/2/2019,135768.00,5879922.00,2.31,il
Illinois,16/2/2019,7520.00,9/2/2019,135273.00,5879922.00,2.3,il
Illinois,23/2/2019,7446.00,16/2/2019,134364.00,5879922.00,2.29,il
Illinois,2/3/2019,8005.00,23/2/2019,129924.00,5879922.00,2.21,il
Illinois,9/3/2019,11573.00,2/3/2019,129116.00,5879922.00,2.2,il
Illinois,16/3/2019,7987.00,9/3/2019,125462.00,5879922.00,2.13,il
Illinois,23/3/2019,7933.00,16/3/2019,131314.00,5879922.00,2.23,il
Illinois,30/3/2019,9230.00,23/3/2019,119434.00,5879922.00,2.03,il
Illinois,6/4/2019,8876.00,30/3/2019,119157.00,5879922.00,2.03,il
Illinois,13/4/2019,7728.00,6/4/2019,110245.00,5892968.00,1.87,il
Illinois,20/4/2019,8141.00,13/4/2019,105530.00,5892968.00,1.79,il
Illinois,27/4/2019,7310.00,20/4/2019,93622.00,5892968.00,1.59,il
Illinois,4/5/2019,9320.00,27/4/2019,95884.00,5892968.00,1.63,il
Illinois,11/5/2019,8836.00,4/5/2019,86531.00,5892968.00,1.47,il
Illinois,18/5/2019,7382.00,11/5/2019,91243.00,5892968.00,1.55,il
Illinois,25/5/2019,7666.00,18/5/2019,84526.00,5892968.00,1.43,il
Illinois,1/6/2019,8551.00,25/5/2019,83430.00,5892968.00,1.42,il
Illinois,8/6/2019,10583.00,1/6/2019,82329.00,5892968.00,1.4,il
Illinois,15/6/2019,8838.00,8/6/2019,84805.00,5892968.00,1.44,il
Illinois,22/6/2019,8100.00,15/6/2019,87646.00,5892968.00,1.49,il
Illinois,29/6/2019,8038.00,22/6/2019,86622.00,5892968.00,1.47,il
Illinois,6/7/2019,9137.00,29/6/2019,86321.00,5892968.00,1.46,il
Illinois,13/7/2019,7249.00,6/7/2019,85669.00,5895016.00,1.45,il
Illinois,20/7/2019,7986.00,13/7/2019,93884.00,5895016.00,1.59,il
Illinois,27/7/2019,10355.00,20/7/2019,88602.00,5895016.00,1.5,il
Illinois,3/8/2019,7546.00,27/7/2019,90901.00,5895016.00,1.54,il
Illinois,10/8/2019,7209.00,3/8/2019,94060.00,5895016.00,1.6,il
Illinois,17/8/2019,6991.00,10/8/2019,88531.00,5895016.00,1.5,il
Illinois,24/8/2019,7376.00,17/8/2019,85032.00,5895016.00,1.44,il
Illinois,31/8/2019,11104.00,24/8/2019,83897.00,5895016.00,1.42,il
Illinois,7/9/2019,7180.00,31/8/2019,77872.00,5895016.00,1.32,il
Illinois,14/9/2019,6614.00,7/9/2019,86352.00,5895016.00,1.46,il
Illinois,21/9/2019,6538.00,14/9/2019,76349.00,5895016.00,1.3,il
Illinois,28/9/2019,6793.00,21/9/2019,74877.00,5895016.00,1.27,il
Illinois,5/10/2019,8465.00,28/9/2019,72490.00,5895016.00,1.23,il
Illinois,12/10/2019,7543.00,5/10/2019,73458.00,5902475.00,1.24,il
Illinois,19/10/2019,7551.00,12/10/2019,75028.00,5902475.00,1.27,il
Illinois,26/10/2019,8307.00,19/10/2019,75332.00,5902475.00,1.28,il
Illinois,2/11/2019,10705.00,26/10/2019,75398.00,5902475.00,1.28,il
Illinois,9/11/2019,11015.00,2/11/2019,78200.00,5902475.00,1.32,il
Illinois,16/11/2019,13989.00,9/11/2019,80616.00,5902475.00,1.37,il
Illinois,23/11/2019,11266.00,16/11/2019,85441.00,5902475.00,1.45,il
Illinois,30/11/2019,10233.00,23/11/2019,90255.00,5902475.00,1.53,il
Illinois,7/12/2019,14798.00,30/11/2019,95414.00,5902475.00,1.62,il
Illinois,14/12/2019,15076.00,7/12/2019,99001.00,5902475.00,1.68,il
Illinois,21/12/2019,16669.00,14/12/2019,107512.00,5902475.00,1.82,il
Illinois,28/12/2019,16537.00,21/12/2019,109102.00,5902475.00,1.85,il
Illinois,4/1/2020,11779.00,28/12/2019,125348.00,5902475.00,2.12,il
Illinois,11/1/2020,12703.00,4/1/2020,136523.00,5910898.00,2.31,il
Illinois,18/1/2020,14807.00,11/1/2020,133967.00,5910898.00,2.27,il
Illinois,25/1/2020,9762.00,18/1/2020,131469.00,5910898.00,2.22,il
Illinois,1/2/2020,9343.00,25/1/2020,143239.00,5910898.00,2.42,il
Illinois,8/2/2020,9794.00,1/2/2020,130900.00,5910898.00,2.21,il
Illinois,15/2/2020,8045.00,8/2/2020,133765.00,5910898.00,2.26,il
Illinois,22/2/2020,11812.00,15/2/2020,131171.00,5910898.00,2.22,il
Illinois,29/2/2020,8980.00,22/2/2020,132123.00,5910898.00,2.24,il
Illinois,7/3/2020,8727.00,29/2/2020,136396.00,5910898.00,2.31,il
Illinois,14/3/2020,11305.00,7/3/2020,130293.00,5910898.00,2.2,il
Illinois,21/3/2020,126716.00,14/3/2020,125422.00,5910898.00,2.12,il
Illinois,28/3/2020,185575.00,21/3/2020,132058.00,5910898.00,2.23,il
Illinois,4/4/2020,202157.00,28/3/2020,263018.00,5910898.00,4.45,il
Illinois,11/4/2020,140787.00,4/4/2020,452826.00,5914575.00,7.66,il
Illinois,18/4/2020,118996.00,11/4/2020,569200.00,5914575.00,9.62,il
Illinois,25/4/2020,101322.00,18/4/2020,681002.00,5914575.00,11.51,il
Illinois,2/5/2020,74476.00,25/4/2020,695971.00,5914575.00,11.77,il
Illinois,9/5/2020,72671.00,2/5/2020,755912.00,5914575.00,12.78,il
Illinois,16/5/2020,72780.00,9/5/2020,733542.00,5914575.00,12.4,il
Indiana,5/1/2019,4578.00,29/12/2018,19267.00,2998303.00,0.64,in
Indiana,12/1/2019,4835.00,5/1/2019,20110.00,3005853.00,0.67,in
Indiana,19/1/2019,3840.00,12/1/2019,19918.00,3005853.00,0.66,in
Indiana,26/1/2019,3467.00,19/1/2019,20599.00,3005853.00,0.69,in
Indiana,2/2/2019,3317.00,26/1/2019,20753.00,3005853.00,0.69,in
Indiana,9/2/2019,3462.00,2/2/2019,23149.00,3005853.00,0.77,in
Indiana,16/2/2019,2441.00,9/2/2019,22293.00,3005853.00,0.74,in
Indiana,23/2/2019,2367.00,16/2/2019,22075.00,3005853.00,0.73,in
Indiana,2/3/2019,2423.00,23/2/2019,21253.00,3005853.00,0.71,in
Indiana,9/3/2019,2845.00,2/3/2019,20910.00,3005853.00,0.7,in
Indiana,16/3/2019,2088.00,9/3/2019,20682.00,3005853.00,0.69,in
Indiana,23/3/2019,2069.00,16/3/2019,19668.00,3005853.00,0.65,in
Indiana,30/3/2019,2033.00,23/3/2019,18100.00,3005853.00,0.6,in
Indiana,6/4/2019,3038.00,30/3/2019,18760.00,3005853.00,0.62,in
Indiana,13/4/2019,2370.00,6/4/2019,15723.00,3014893.00,0.52,in
Indiana,20/4/2019,2719.00,13/4/2019,16019.00,3014893.00,0.53,in
Indiana,27/4/2019,2200.00,20/4/2019,16047.00,3014893.00,0.53,in
Indiana,4/5/2019,2086.00,27/4/2019,13584.00,3014893.00,0.45,in
Indiana,11/5/2019,2049.00,4/5/2019,13502.00,3014893.00,0.45,in
Indiana,18/5/2019,2009.00,11/5/2019,13278.00,3014893.00,0.44,in
Indiana,25/5/2019,1905.00,18/5/2019,13336.00,3014893.00,0.44,in
Indiana,1/6/2019,2101.00,25/5/2019,13170.00,3014893.00,0.44,in
Indiana,8/6/2019,2821.00,1/6/2019,13854.00,3014893.00,0.46,in
Indiana,15/6/2019,2120.00,8/6/2019,13273.00,3014893.00,0.44,in
Indiana,22/6/2019,1960.00,15/6/2019,13321.00,3014893.00,0.44,in
Indiana,29/6/2019,2225.00,22/6/2019,13105.00,3014893.00,0.43,in
Indiana,6/7/2019,2090.00,29/6/2019,12945.00,3014893.00,0.43,in
Indiana,13/7/2019,3527.00,6/7/2019,13592.00,3022665.00,0.45,in
Indiana,20/7/2019,2283.00,13/7/2019,13902.00,3022665.00,0.46,in
Indiana,27/7/2019,2051.00,20/7/2019,13393.00,3022665.00,0.44,in
Indiana,3/8/2019,2129.00,27/7/2019,13247.00,3022665.00,0.44,in
Indiana,10/8/2019,2518.00,3/8/2019,13823.00,3022665.00,0.46,in
Indiana,17/8/2019,2043.00,10/8/2019,13427.00,3022665.00,0.44,in
Indiana,24/8/2019,1989.00,17/8/2019,13161.00,3022665.00,0.44,in
Indiana,31/8/2019,1979.00,24/8/2019,13207.00,3022665.00,0.44,in
Indiana,7/9/2019,1986.00,31/8/2019,12948.00,3022665.00,0.43,in
Indiana,14/9/2019,2001.00,7/9/2019,13126.00,3022665.00,0.43,in
Indiana,21/9/2019,2797.00,14/9/2019,12826.00,3022665.00,0.42,in
Indiana,28/9/2019,2319.00,21/9/2019,12951.00,3022665.00,0.43,in
Indiana,5/10/2019,2672.00,28/9/2019,13636.00,3022665.00,0.45,in
Indiana,12/10/2019,2749.00,5/10/2019,13394.00,3034091.00,0.44,in
Indiana,19/10/2019,2116.00,12/10/2019,13234.00,3034091.00,0.44,in
Indiana,26/10/2019,2138.00,19/10/2019,13667.00,3034091.00,0.45,in
Indiana,2/11/2019,2381.00,26/10/2019,13749.00,3034091.00,0.45,in
Indiana,9/11/2019,3064.00,2/11/2019,13582.00,3034091.00,0.45,in
Indiana,16/11/2019,2725.00,9/11/2019,13328.00,3034091.00,0.44,in
Indiana,23/11/2019,3053.00,16/11/2019,14219.00,3034091.00,0.47,in
Indiana,30/11/2019,2312.00,23/11/2019,13544.00,3034091.00,0.45,in
Indiana,7/12/2019,4033.00,30/11/2019,15473.00,3034091.00,0.51,in
Indiana,14/12/2019,3411.00,7/12/2019,15516.00,3034091.00,0.51,in
Indiana,21/12/2019,3911.00,14/12/2019,17011.00,3034091.00,0.56,in
Indiana,28/12/2019,3418.00,21/12/2019,17756.00,3034091.00,0.59,in
Indiana,4/1/2020,4434.00,28/12/2019,20062.00,3034091.00,0.66,in
Indiana,11/1/2020,4890.00,4/1/2020,21524.00,3039304.00,0.71,in
Indiana,18/1/2020,3741.00,11/1/2020,21626.00,3039304.00,0.71,in
Indiana,25/1/2020,2956.00,18/1/2020,21366.00,3039304.00,0.7,in
Indiana,1/2/2020,3016.00,25/1/2020,22017.00,3039304.00,0.72,in
Indiana,8/2/2020,2725.00,1/2/2020,22212.00,3039304.00,0.73,in
Indiana,15/2/2020,2556.00,8/2/2020,22352.00,3039304.00,0.74,in
Indiana,22/2/2020,2979.00,15/2/2020,22913.00,3039304.00,0.75,in
Indiana,29/2/2020,2276.00,22/2/2020,22994.00,3039304.00,0.76,in
Indiana,7/3/2020,2223.00,29/2/2020,22586.00,3039304.00,0.74,in
Indiana,14/3/2020,2596.00,7/3/2020,21473.00,3039304.00,0.71,in
Indiana,21/3/2020,59755.00,14/3/2020,20778.00,3039304.00,0.68,in
Indiana,28/3/2020,139174.00,21/3/2020,28987.00,3039304.00,0.95,in
Indiana,4/4/2020,127010.00,28/3/2020,71737.00,3039304.00,2.36,in
Indiana,11/4/2020,113755.00,4/4/2020,147583.00,3041986.00,4.85,in
Indiana,18/4/2020,72756.00,11/4/2020,206386.00,3041986.00,6.78,in
Indiana,25/4/2020,55774.00,18/4/2020,253929.00,3041986.00,8.35,in
Indiana,2/5/2020,42290.00,25/4/2020,271248.00,3041986.00,8.92,in
Indiana,9/5/2020,29668.00,2/5/2020,285460.00,3041986.00,9.38,in
Indiana,16/5/2020,29436.00,9/5/2020,270385.00,3041986.00,8.89,in
Iowa,5/1/2019,4300.00,29/12/2018,31173.00,1519868.00,2.05,ia
Iowa,12/1/2019,4395.00,5/1/2019,30334.00,1520724.00,1.99,ia
Iowa,19/1/2019,3127.00,12/1/2019,29093.00,1520724.00,1.91,ia
Iowa,26/1/2019,3728.00,19/1/2019,29509.00,1520724.00,1.94,ia
Iowa,2/2/2019,4142.00,26/1/2019,31177.00,1520724.00,2.05,ia
Iowa,9/2/2019,2679.00,2/2/2019,33539.00,1520724.00,2.21,ia
Iowa,16/2/2019,1983.00,9/2/2019,31633.00,1520724.00,2.08,ia
Iowa,23/2/2019,2179.00,16/2/2019,31257.00,1520724.00,2.06,ia
Iowa,2/3/2019,2309.00,23/2/2019,30786.00,1520724.00,2.02,ia
Iowa,9/3/2019,2232.00,2/3/2019,30964.00,1520724.00,2.04,ia
Iowa,16/3/2019,2348.00,9/3/2019,30334.00,1520724.00,1.99,ia
Iowa,23/3/2019,2272.00,16/3/2019,29330.00,1520724.00,1.93,ia
Iowa,30/3/2019,1882.00,23/3/2019,26969.00,1520724.00,1.77,ia
Iowa,6/4/2019,1780.00,30/3/2019,23639.00,1520724.00,1.55,ia
Iowa,13/4/2019,1836.00,6/4/2019,20317.00,1523830.00,1.33,ia
Iowa,20/4/2019,1823.00,13/4/2019,18430.00,1523830.00,1.21,ia
Iowa,27/4/2019,1997.00,20/4/2019,15793.00,1523830.00,1.04,ia
Iowa,4/5/2019,2673.00,27/4/2019,14645.00,1523830.00,0.96,ia
Iowa,11/5/2019,2204.00,4/5/2019,15317.00,1523830.00,1.01,ia
Iowa,18/5/2019,1959.00,11/5/2019,14100.00,1523830.00,0.93,ia
Iowa,25/5/2019,2128.00,18/5/2019,13501.00,1523830.00,0.89,ia
Iowa,1/6/2019,2195.00,25/5/2019,13632.00,1523830.00,0.89,ia
Iowa,8/6/2019,2569.00,1/6/2019,13691.00,1523830.00,0.9,ia
Iowa,15/6/2019,2120.00,8/6/2019,13729.00,1523830.00,0.9,ia
Iowa,22/6/2019,1781.00,15/6/2019,14233.00,1523830.00,0.93,ia
Iowa,29/6/2019,2123.00,22/6/2019,14086.00,1523830.00,0.92,ia
Iowa,6/7/2019,3307.00,29/6/2019,14360.00,1523830.00,0.94,ia
Iowa,13/7/2019,2635.00,6/7/2019,16194.00,1526417.00,1.06,ia
Iowa,20/7/2019,1835.00,13/7/2019,14970.00,1526417.00,0.98,ia
Iowa,27/7/2019,2380.00,20/7/2019,14469.00,1526417.00,0.95,ia
Iowa,3/8/2019,2271.00,27/7/2019,14969.00,1526417.00,0.98,ia
Iowa,10/8/2019,2349.00,3/8/2019,15309.00,1526417.00,1,ia
Iowa,17/8/2019,1805.00,10/8/2019,15306.00,1526417.00,1,ia
Iowa,24/8/2019,2099.00,17/8/2019,14682.00,1526417.00,0.96,ia
Iowa,31/8/2019,1769.00,24/8/2019,14008.00,1526417.00,0.92,ia
Iowa,7/9/2019,1787.00,31/8/2019,12711.00,1526417.00,0.83,ia
Iowa,14/9/2019,1692.00,7/9/2019,12305.00,1526417.00,0.81,ia
Iowa,21/9/2019,1738.00,14/9/2019,12103.00,1526417.00,0.79,ia
Iowa,28/9/2019,2245.00,21/9/2019,12051.00,1526417.00,0.79,ia
Iowa,5/10/2019,2228.00,28/9/2019,12539.00,1526417.00,0.82,ia
Iowa,12/10/2019,2117.00,5/10/2019,12665.00,1529213.00,0.83,ia
Iowa,19/10/2019,2296.00,12/10/2019,12359.00,1529213.00,0.81,ia
Iowa,26/10/2019,2945.00,19/10/2019,12635.00,1529213.00,0.83,ia
Iowa,2/11/2019,2851.00,26/10/2019,13551.00,1529213.00,0.89,ia
Iowa,9/11/2019,2927.00,2/11/2019,14055.00,1529213.00,0.92,ia
Iowa,16/11/2019,4579.00,9/11/2019,13285.00,1529213.00,0.87,ia
Iowa,23/11/2019,3794.00,16/11/2019,15608.00,1529213.00,1.02,ia
Iowa,30/11/2019,4988.00,23/11/2019,15536.00,1529213.00,1.02,ia
Iowa,7/12/2019,5531.00,30/11/2019,20394.00,1529213.00,1.33,ia
Iowa,14/12/2019,4934.00,7/12/2019,20080.00,1529213.00,1.31,ia
Iowa,21/12/2019,7357.00,14/12/2019,22119.00,1529213.00,1.45,ia
Iowa,28/12/2019,10338.00,21/12/2019,25963.00,1529213.00,1.7,ia
Iowa,4/1/2020,4586.00,28/12/2019,34549.00,1529213.00,2.26,ia
Iowa,11/1/2020,4836.00,4/1/2020,34540.00,1530920.00,2.26,ia
Iowa,18/1/2020,3615.00,11/1/2020,29625.00,1530920.00,1.94,ia
Iowa,25/1/2020,3115.00,18/1/2020,30369.00,1530920.00,1.98,ia
Iowa,1/2/2020,3066.00,25/1/2020,30890.00,1530920.00,2.02,ia
Iowa,8/2/2020,2379.00,1/2/2020,30789.00,1530920.00,2.01,ia
Iowa,15/2/2020,2239.00,8/2/2020,30799.00,1530920.00,2.01,ia
Iowa,22/2/2020,2631.00,15/2/2020,30741.00,1530920.00,2.01,ia
Iowa,29/2/2020,2240.00,22/2/2020,30516.00,1530920.00,1.99,ia
Iowa,7/3/2020,2221.00,29/2/2020,29424.00,1530920.00,1.92,ia
Iowa,14/3/2020,2229.00,7/3/2020,27816.00,1530920.00,1.82,ia
Iowa,21/3/2020,40952.00,14/3/2020,26496.00,1530920.00,1.73,ia
